patient,file,start_sec,end_sec,label,model,drive,noise_intensity,substeps,trials,valid_trials,invalid_trials,valid_fraction,coherence_median,coherence_sd,snr_mean,snr_valid_trials,snr_sd,events_mean,clipped_fraction_max
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,eeg_component,0.5,1,3,3,0,1.0,0.7715747743027879,0.14443209488393072,-9.566062327650767,3,5.574089688616857,10.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,eeg_component,0.5,2,3,3,0,1.0,1.2568443168093764,0.0826650556785654,-9.986636129541177,3,3.5118368771232884,10.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,eeg_component,2.0,1,3,3,0,1.0,0.8149379967988641,0.5907977353993311,-9.243459360690187,3,4.599043879826113,9.333333333333334,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,eeg_component,2.0,2,3,3,0,1.0,1.6740188388812978,0.6577229822665591,-9.690713969196226,3,1.9066296594496013,9.666666666666666,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.0,1,3,0,3,0.0,,,-59.618632918128604,3,8.702335715267317e-15,0.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.0,2,3,0,3,0.0,,,-59.61617733862234,3,0.0,0.0,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.1,1,3,3,0,1.0,0.8729301389215567,1.9986698404668708,-8.610501435983304,3,3.1648413730489944,9.333333333333334,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.1,2,3,3,0,1.0,2.330813464782822,0.7966966860088143,-12.900041001580535,3,5.5406374040555315,10.666666666666666,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.5,1,3,3,0,1.0,0.7776356344465521,0.04878964411801946,-9.79473726856086,3,4.422254894729038,9.333333333333334,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,no_external_drive,0.5,2,3,3,0,1.0,1.303506897091597,0.10612326293020442,-9.07206490705513,3,1.931715459751206,9.333333333333334,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,no_external_drive,2.0,1,3,3,0,1.0,0.8149379967988641,0.6132916915804235,-9.231772220495992,3,4.035540952898273,9.666666666666666,0.0
chb08,chb08_21.edf,0.0,10.0,0,fhn_sde,no_external_drive,2.0,2,3,3,0,1.0,1.7395983959772505,0.32432994047065566,-9.169941156792794,3,2.0923966180686406,9.333333333333334,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,eeg_component,0.0,1,3,0,3,0.0,,,12.786555381122922,3,0.0,0.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,eeg_component,0.0,2,3,0,3,0.0,,,12.786137130563143,3,0.0,0.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,eeg_component,0.1,1,3,0,3,0.0,,,-3.2759329758929296,3,3.5245857094961988,0.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,eeg_component,0.1,2,3,0,3,0.0,,,1.0581891178718654,3,1.4256441916016194,0.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,eeg_component,0.5,1,3,0,3,0.0,,,-8.213271888157388,3,2.8864970527663156,2.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,eeg_component,0.5,2,3,0,3,0.0,,,-1.2772633748676323,3,3.596007399633573,1.3333333333333333,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,eeg_component,2.0,1,3,3,0,1.0,0.9331786904626376,0.02089609086384488,-4.47385866313884,3,1.7707954322980568,9.333333333333334,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,eeg_component,2.0,2,3,3,0,1.0,0.9028071975134804,0.20821542435070733,-1.8914341885033028,3,2.3166799727713023,9.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,no_external_drive,0.0,1,3,0,3,0.0,,,,0,,0.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,no_external_drive,0.0,2,3,0,3,0.0,,,,0,,0.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,no_external_drive,0.1,1,3,0,3,0.0,,,-3.0151273182187075,3,4.512013106641941,0.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,no_external_drive,0.1,2,3,0,3,0.0,,,0.7960977354246883,3,3.16848660411681,0.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,no_external_drive,0.5,1,3,0,3,0.0,,,-6.992245965839285,3,2.667388909548746,2.6666666666666665,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,no_external_drive,0.5,2,3,0,3,0.0,,,-1.165381826186865,3,4.578968603954261,1.3333333333333333,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,no_external_drive,2.0,1,3,3,0,1.0,0.9459112187830176,0.02180764388546408,-4.063669612292398,3,2.4614351874619893,8.666666666666666,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,bistable_driven_regularity,no_external_drive,2.0,2,3,2,1,0.6666666666666666,0.7801796926035822,0.16713321550656535,-1.7947459150391774,3,3.007438407277077,8.333333333333334,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,eeg_component,0.0,1,3,0,3,0.0,,,9.69336987532641,3,0.0,2.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,eeg_component,0.0,2,3,0,3,0.0,,,9.690540249698467,3,0.0,2.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,eeg_component,0.1,1,3,3,0,1.0,1.1427274701987928,1.8581647506427088,-3.108691259932288,3,6.182391372502968,9.666666666666666,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,eeg_component,0.1,2,3,3,0,1.0,1.6779529546122733,1.2158192713655551,-4.722157607507136,3,5.334654059700651,8.666666666666666,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,eeg_component,0.5,1,3,3,0,1.0,4.532116304925164,2.596422856113159,-5.07974154656702,3,7.838814886359744,11.666666666666666,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,eeg_component,0.5,2,3,3,0,1.0,2.5743174605182872,2.0194427965821173,-6.974179157399082,3,2.4071954481702353,8.666666666666666,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,eeg_component,2.0,1,3,3,0,1.0,0.8522279275387322,2.1681278463642797,-3.552851515994712,3,6.070627011363746,14.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,eeg_component,2.0,2,3,3,0,1.0,0.7345869865694729,0.14674288919285725,-5.537016236732517,3,0.18861569436728287,10.333333333333334,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,no_external_drive,0.0,1,3,0,3,0.0,,,-42.63945851653652,3,0.0,0.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,no_external_drive,0.0,2,3,0,3,0.0,,,-42.63749151938228,3,0.0,0.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,no_external_drive,0.1,1,3,3,0,1.0,1.0409362358105558,2.389350814122084,-4.894518831909045,3,7.554172451185547,10.333333333333334,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,no_external_drive,0.1,2,3,2,1,0.6666666666666666,4.877211403435636,2.3683229752219748,-9.062057408660596,3,3.6896020257672406,7.666666666666667,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,no_external_drive,0.5,1,3,3,0,1.0,4.532116304925164,4.194772308199496,-4.989857744421277,3,7.656971045950692,11.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,no_external_drive,0.5,2,3,3,0,1.0,3.8434627970525237,2.044278572619307,-8.027576080850885,3,1.3086948930630842,8.0,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,no_external_drive,2.0,1,3,3,0,1.0,0.8171991191883196,2.1773924635648396,-3.262191669334136,3,5.85181734585858,14.666666666666666,0.0
chb08,chb08_21.edf,2140.0,2150.0,1,fhn_sde,no_external_drive,2.0,2,3,3,0,1.0,0.9876082724381114,0.24113430479063303,-5.506557101261101,3,0.7123263368443886,11.333333333333334,0.0
