patient,file,start_sec,mode,seed,sr_value,cr_value,sr_reason,cr_reason,frequency,max_clipped_fraction,bistable_valid,bistable_reason,bistable_events,bistable_intervals,bistable_cv,fhn_events,fhn_intervals,fhn_valid
chb01,chb01_21.edf,1804.0,trailing,43,-10.013947615854706,0.7886835919486747,ok,ok,11.5,0.0,False,insufficient_intervals,0,0,,14,12,True
chb01,chb01_21.edf,1804.0,trailing,44,-10.143869646291538,0.5848473317658375,ok,ok,11.5,0.0,True,ok,6,5,0.755827867973932,11,10,True
chb01,chb01_21.edf,3596.0,trailing,42,-13.683374647765342,0.9599543595386388,ok,ok,1.6,0.0,False,insufficient_intervals,0,0,,14,11,True
chb01,chb01_21.edf,3596.0,trailing,43,-19.362890960552107,0.8475110033095222,ok,ok,1.6,0.0,False,insufficient_intervals,0,0,,14,12,True
chb01,chb01_21.edf,3596.0,trailing,44,-21.445516075934215,0.5848473317658375,ok,ok,1.6,0.0,True,ok,6,5,0.7609209406661214,11,10,True
chb01,chb01_26.edf,4.0,centered,42,-7.416913858304495,0.946507448929672,ok,ok,1.2000000000000002,0.0,False,insufficient_intervals,0,0,,12,10,True
chb01,chb01_26.edf,4.0,centered,43,-6.622611331189192,0.7755680125721919,ok,ok,1.2000000000000002,0.0,False,insufficient_intervals,0,0,,14,12,True
chb01,chb01_26.edf,4.0,centered,44,-10.644237113427316,0.5848473317658375,ok,ok,1.2000000000000002,0.0,True,ok,6,5,0.7615009626626968,11,10,True
chb01,chb01_26.edf,1160.0,centered,42,-10.59524144110726,1.025530060854294,ok,ok,3.0,0.0,False,insufficient_intervals,0,0,,15,13,True
chb01,chb01_26.edf,1160.0,centered,43,-19.08780660019571,0.7927189995908239,ok,ok,3.0,0.0,False,insufficient_intervals,0,0,,14,12,True
chb01,chb01_26.edf,1160.0,centered,44,-14.77575854400066,0.5848473317658375,ok,ok,3.0,0.0,True,ok,6,5,0.7555394635227161,11,10,True
chb01,chb01_26.edf,2316.0,centered,42,-17.902357048595302,1.010760060296442,ok,ok,2.7,0.0,False,insufficient_intervals,0,0,,13,11,True
chb01,chb01_26.edf,2316.0,centered,43,-16.16284031715317,0.7927189995908239,ok,ok,2.7,0.0,False,insufficient_intervals,0,0,,14,12,True
chb01,chb01_26.edf,2316.0,centered,44,-14.26068626365381,0.5714021890757132,ok,ok,2.7,0.0,True,ok,6,5,0.7566157887477064,11,9,True
chb01,chb01_26.edf,8.0,trailing,42,-4.882346041997748,0.8937540732103981,ok,ok,1.2000000000000002,0.0,False,insufficient_intervals,0,0,,11,9,True
chb01,chb01_26.edf,8.0,trailing,43,-6.363079608141707,0.8619201811912605,ok,ok,1.2000000000000002,0.0,False,insufficient_intervals,0,0,,15,13,True
chb01,chb01_26.edf,8.0,trailing,44,-9.708716637385372,0.12973470557692657,ok,ok,1.2000000000000002,0.0,True,ok,6,5,0.7711792780075629,10,7,True
chb01,chb01_26.edf,1164.0,trailing,42,-10.990294349573121,0.9666120485594429,ok,ok,1.2000000000000002,0.0,False,insufficient_intervals,0,0,,13,11,True
chb01,chb01_26.edf,1164.0,trailing,43,-10.432524020831922,0.8541158118756227,ok,ok,1.2000000000000002,0.0,False,insufficient_intervals,0,0,,16,14,True
chb01,chb01_26.edf,1164.0,trailing,44,-13.574506765044745,1.045509009598488,ok,ok,1.2000000000000002,0.0,True,ok,6,5,0.7532564644285694,12,10,True
chb01,chb01_26.edf,2320.0,trailing,42,-19.661804694428266,0.9605984988978551,ok,ok,2.7,0.0,False,insufficient_intervals,0,0,,14,12,True
chb01,chb01_26.edf,2320.0,trailing,43,-18.814134445960885,0.8210858044271492,ok,ok,2.7,0.0,False,insufficient_intervals,0,0,,15,13,True
chb01,chb01_26.edf,2320.0,trailing,44,-15.447447645628104,0.5848473317658375,ok,ok,2.7,0.0,True,ok,6,5,0.75530224525198,11,10,True
chb02,chb02_01.edf,4.0,centered,42,-13.50271346162158,0.9098936057367173,ok,ok,1.6,0.0,False,insufficient_intervals,0,0,,13,10,True
chb02,chb02_01.edf,4.0,centered,43,-18.737149942401686,0.8210858044271492,ok,ok,1.6,0.0,False,insufficient_intervals,0,0,,15,13,True
chb02,chb02_01.edf,4.0,centered,44,-21.053131859961944,0.5817771800451791,ok,ok,1.6,0.0,True,ok,6,5,0.7565097053092892,11,10,True
chb02,chb02_01.edf,1800.0,centered,42,-10.251299982152647,0.9791095832680186,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,15,12,True
chb02,chb02_01.edf,1800.0,centered,43,-7.530224024459857,0.7925942438130665,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_01.edf,1800.0,centered,44,-16.94336980423512,0.5214525148879743,ok,ok,1.0,0.0,True,ok,6,5,0.7555394635227161,10,8,True
chb02,chb02_01.edf,3592.0,centered,42,-16.01884159605273,0.9062277067811949,ok,ok,1.3,0.0,False,insufficient_intervals,0,0,,13,10,True
chb02,chb02_01.edf,3592.0,centered,43,-16.705003802312163,0.8013450614138125,ok,ok,1.3,0.0,False,insufficient_intervals,0,0,,15,12,True
chb02,chb02_01.edf,3592.0,centered,44,-20.000837208149335,0.5759474546944623,ok,ok,1.3,0.0,True,ok,6,5,0.7616894694668002,11,10,True
chb02,chb02_01.edf,8.0,trailing,42,-13.075780374469964,0.9394745874762352,ok,ok,1.6,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_01.edf,8.0,trailing,43,-18.050451706608413,0.7846946445372286,ok,ok,1.6,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_01.edf,8.0,trailing,44,-18.967543969898337,0.5848473317658375,ok,ok,1.6,0.0,True,ok,6,5,0.7561664227445378,11,10,True
chb02,chb02_01.edf,1804.0,trailing,42,-9.21480962204847,0.9589743574261135,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,14,11,True
chb02,chb02_01.edf,1804.0,trailing,43,-6.8547140696843165,0.7927189995908239,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_01.edf,1804.0,trailing,44,-15.083751286636186,0.9896528962337129,ok,ok,1.0,0.0,True,ok,6,5,0.7595456463524826,11,9,True
chb02,chb02_01.edf,3596.0,trailing,42,-13.549077504816989,0.9407179254251196,ok,ok,1.3,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_01.edf,3596.0,trailing,43,-14.884332204704702,0.8416245845316441,ok,ok,1.3,0.0,False,insufficient_intervals,0,0,,16,14,True
chb02,chb02_01.edf,3596.0,trailing,44,-19.03527603600984,0.5801835197482597,ok,ok,1.3,0.0,True,ok,6,5,0.7400608143273039,11,10,True
chb02,chb02_02.edf,4.0,centered,42,-17.4455793023716,0.9455946428090657,ok,ok,1.5,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_02.edf,4.0,centered,43,-20.71249986876998,0.8190856436926941,ok,ok,1.5,0.0,False,insufficient_intervals,0,0,,15,13,True
chb02,chb02_02.edf,4.0,centered,44,-23.073514061026593,0.5817771800451791,ok,ok,1.5,0.0,True,ok,6,5,0.7572854781274151,11,10,True
chb02,chb02_02.edf,1800.0,centered,42,-12.967603636739913,0.9666120485594429,ok,ok,1.3,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_02.edf,1800.0,centered,43,-15.935405848473103,0.862175938895508,ok,ok,1.3,0.0,False,insufficient_intervals,0,0,,14,13,True
chb02,chb02_02.edf,1800.0,centered,44,-19.414099568898358,0.5905685842667504,ok,ok,1.3,0.0,True,ok,6,5,0.7554186773889309,11,10,True
chb02,chb02_02.edf,3592.0,centered,42,-11.84625040020478,0.896964841746811,ok,ok,1.4000000000000001,0.0,False,insufficient_intervals,0,0,,11,9,True
chb02,chb02_02.edf,3592.0,centered,43,-15.47450784913562,0.862175938895508,ok,ok,1.4000000000000001,0.0,False,insufficient_intervals,0,0,,14,13,True
chb02,chb02_02.edf,3592.0,centered,44,-16.439007991360462,0.5875283299301702,ok,ok,1.4000000000000001,0.0,True,ok,6,5,0.7659070817690546,11,10,True
chb02,chb02_02.edf,8.0,trailing,42,-13.043495936278468,1.0036339976325919,ok,ok,1.4000000000000001,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_02.edf,8.0,trailing,43,-18.885356778533634,0.8219112817554249,ok,ok,1.4000000000000001,0.0,False,insufficient_intervals,0,0,,14,13,True
chb02,chb02_02.edf,8.0,trailing,44,-19.288611553222708,0.5698487593168222,ok,ok,1.4000000000000001,0.0,True,ok,6,5,0.7579356236110752,11,9,True
chb02,chb02_02.edf,1804.0,trailing,42,-15.28736759076803,0.9098936057367173,ok,ok,1.3,0.0,False,insufficient_intervals,0,0,,13,10,True
chb02,chb02_02.edf,1804.0,trailing,43,-16.087563472639207,0.8611112142579418,ok,ok,1.3,0.0,False,insufficient_intervals,0,0,,15,13,True
chb02,chb02_02.edf,1804.0,trailing,44,-19.056071431264566,0.5775528038221884,ok,ok,1.3,0.0,True,ok,6,5,0.761378106968139,11,10,True
chb02,chb02_02.edf,3596.0,trailing,42,-10.492283805448674,1.025530060854294,ok,ok,3.0,0.0,False,insufficient_intervals,0,0,,15,13,True
chb02,chb02_02.edf,3596.0,trailing,43,-20.979322219818474,0.7927189995908239,ok,ok,3.0,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_02.edf,3596.0,trailing,44,-14.188098267657558,0.5848473317658375,ok,ok,3.0,0.0,True,ok,6,5,0.7566157887477064,11,10,True
chb02,chb02_05.edf,4.0,centered,42,-7.32925979244094,0.9558848212102327,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_05.edf,4.0,centered,43,-5.305876666671717,0.8619201811912605,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,15,13,True
chb02,chb02_05.edf,4.0,centered,44,-14.552665310578599,0.9582545980435712,ok,ok,1.0,0.0,True,ok,6,5,0.750639443538928,11,9,True
chb02,chb02_05.edf,1800.0,centered,42,-10.293710513591174,0.8867435039767271,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,13,10,True
chb02,chb02_05.edf,1800.0,centered,43,-6.99246998997141,0.8955824739288749,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,15,14,True
chb02,chb02_05.edf,1800.0,centered,44,-13.448580763798685,0.5848473317658375,ok,ok,1.0,0.0,True,ok,6,5,0.7530769286844332,11,10,True
chb02,chb02_05.edf,3592.0,centered,42,-12.895292808436498,0.9688460960588401,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,12,10,True
chb02,chb02_05.edf,3592.0,centered,43,-6.0094359386044625,0.8615274151332328,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,14,13,True
chb02,chb02_05.edf,3592.0,centered,44,-13.250499276869082,0.5905685842667504,ok,ok,1.1,0.0,True,ok,6,5,0.7566157887477064,11,10,True
chb02,chb02_05.edf,8.0,trailing,42,-7.941774245523996,0.9345659351916152,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_05.edf,8.0,trailing,43,-5.527820445601443,0.7229099305097563,ok,ok,1.0,0.0,False,insufficient_intervals,2,1,,13,11,True
chb02,chb02_05.edf,8.0,trailing,44,-14.334099844107005,0.5214525148879743,ok,ok,1.0,0.0,True,ok,6,5,0.7641203776124884,10,8,True
chb02,chb02_05.edf,1804.0,trailing,42,-10.662213223050554,0.9701760823717316,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,14,11,True
chb02,chb02_05.edf,1804.0,trailing,43,-2.89767800276202,0.848507729518189,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,16,14,True
chb02,chb02_05.edf,1804.0,trailing,44,-10.283155288853596,0.5817771800451791,ok,ok,1.1,0.0,True,ok,6,5,0.7527470996441814,11,10,True
chb02,chb02_05.edf,3596.0,trailing,42,-11.789022141716375,0.9804515056132969,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,13,12,True
chb02,chb02_05.edf,3596.0,trailing,43,-5.320792640100759,0.7927189995908239,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_05.edf,3596.0,trailing,44,-12.724210053813641,0.17374146993238881,ok,ok,1.1,0.0,True,ok,6,5,0.9377285036690904,10,8,True
chb02,chb02_10.edf,4.0,centered,42,-15.156259228314877,0.9455946428090657,ok,ok,1.7000000000000002,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_10.edf,4.0,centered,43,-18.53944490302323,0.8832150942899882,ok,ok,1.7000000000000002,0.0,False,insufficient_intervals,0,0,,16,14,True
chb02,chb02_10.edf,4.0,centered,44,-20.24803400934051,0.5697623334788614,ok,ok,1.7000000000000002,0.0,True,ok,6,5,0.756769590998055,11,9,True
chb02,chb02_10.edf,1800.0,centered,42,-7.08545799941314,0.9589743574261135,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,14,11,True
chb02,chb02_10.edf,1800.0,centered,43,-5.126916057832235,0.9014104718292671,ok,ok,1.0,0.0,False,insufficient_intervals,2,1,,14,12,True
chb02,chb02_10.edf,1800.0,centered,44,-13.544452459206287,0.5817771800451791,ok,ok,1.0,0.0,True,ok,6,5,0.7580721719481965,11,10,True
chb02,chb02_10.edf,3592.0,centered,42,-5.738758741498836,0.96334599071266,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_10.edf,3592.0,centered,43,-3.408129901673427,1.0784757656942134,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_10.edf,3592.0,centered,44,-13.07804076266127,0.1663547915996955,ok,ok,1.0,0.0,True,ok,6,5,0.7763272808763484,10,8,True
chb02,chb02_10.edf,8.0,trailing,42,-12.117570278589051,0.9394745874762352,ok,ok,1.7000000000000002,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_10.edf,8.0,trailing,43,-14.576290619265581,0.7557926957263537,ok,ok,1.7000000000000002,0.0,False,insufficient_intervals,0,0,,14,11,True
chb02,chb02_10.edf,8.0,trailing,44,-17.315925627826374,0.5832620601751652,ok,ok,1.7000000000000002,0.0,True,ok,6,5,0.7608158014525248,11,10,True
chb02,chb02_10.edf,1804.0,trailing,42,-10.12687628871794,0.9008267128821237,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_10.edf,1804.0,trailing,43,-7.9301978446533266,0.8619201811912605,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,15,13,True
chb02,chb02_10.edf,1804.0,trailing,44,-17.17838560320466,0.9180433126724825,ok,ok,1.0,0.0,True,ok,6,5,0.7549545804356166,12,10,True
chb02,chb02_10.edf,3596.0,trailing,42,-6.364510235403893,1.12257642188775,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_10.edf,3596.0,trailing,43,-0.6402762792523689,0.7261906407273955,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,12,11,True
chb02,chb02_10.edf,3596.0,trailing,44,-7.381937931996817,1.0734509146690363,ok,ok,1.1,0.0,True,ok,6,5,0.7538757327817212,12,11,True
chb02,chb02_16+.edf,4.0,centered,42,-8.563406733822443,0.9666120485594429,ok,ok,1.4000000000000001,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_16+.edf,4.0,centered,43,-13.140008687757105,0.8190856436926941,ok,ok,1.4000000000000001,0.0,False,insufficient_intervals,0,0,,15,13,True
chb02,chb02_16+.edf,4.0,centered,44,-14.495954127623829,1.0723783421387758,ok,ok,1.4000000000000001,0.0,True,ok,6,5,0.7605367759754136,12,11,True
chb02,chb02_16+.edf,1800.0,centered,42,-22.802320022467832,0.9605984988978551,ok,ok,16.0,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_16+.edf,1800.0,centered,43,-20.518371605119427,0.7927189995908239,ok,ok,16.0,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_16+.edf,1800.0,centered,44,-20.20824615453491,0.5714021890757132,ok,ok,16.0,0.0,True,ok,6,5,0.755827867973932,11,9,True
chb02,chb02_16+.edf,3592.0,centered,42,-9.194726512058956,0.9664242192178318,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,12,10,True
chb02,chb02_16+.edf,3592.0,centered,43,-6.769995849190824,0.8024622443693074,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,14,13,True
chb02,chb02_16+.edf,3592.0,centered,44,-14.701349887561221,1.0740708824196032,ok,ok,1.0,0.0,True,ok,6,5,0.7645758686566329,12,11,True
chb02,chb02_16+.edf,8.0,trailing,42,-20.797726653255157,0.9605984988978551,ok,ok,8.0,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_16+.edf,8.0,trailing,43,-25.8690937484776,0.8619201811912605,ok,ok,8.0,0.0,False,insufficient_intervals,0,0,,15,13,True
chb02,chb02_16+.edf,8.0,trailing,44,-17.446056574780506,0.5905685842667504,ok,ok,8.0,0.0,True,ok,6,5,0.755827867973932,11,10,True
chb02,chb02_16+.edf,1804.0,trailing,42,-26.618988666688804,0.9345659351916152,ok,ok,16.0,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_16+.edf,1804.0,trailing,43,-24.809673082437655,0.7927189995908239,ok,ok,16.0,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_16+.edf,1804.0,trailing,44,-24.079085359086058,0.5714021890757132,ok,ok,16.0,0.0,True,ok,6,5,0.755827867973932,11,9,True
chb02,chb02_16+.edf,3596.0,trailing,42,-6.595131265476882,0.8500734023639607,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,12,10,True
chb02,chb02_16+.edf,3596.0,trailing,43,-4.070420304519535,0.865302413904194,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,15,14,True
chb02,chb02_16+.edf,3596.0,trailing,44,-13.254210738597177,0.25003628710375453,ok,ok,1.0,0.0,True,ok,6,5,0.7586687937650162,11,10,True
chb02,chb02_16.edf,4.0,centered,42,-4.949732065478982,0.9455946428090657,ok,ok,1.3,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_16.edf,4.0,centered,43,-6.631351788397388,0.8210858044271492,ok,ok,1.3,0.0,False,insufficient_intervals,0,0,,15,13,True
chb02,chb02_16.edf,4.0,centered,44,-10.933240860443348,0.5697623334788614,ok,ok,1.3,0.0,True,ok,6,5,0.7566157887477064,11,9,True
chb02,chb02_16.edf,480.0,centered,42,-19.800976058032166,0.9605984988978551,ok,ok,2.0,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_16.edf,480.0,centered,43,-23.787149109538802,0.7621831500946153,ok,ok,2.0,0.0,False,insufficient_intervals,0,0,,14,11,True
chb02,chb02_16.edf,480.0,centered,44,-28.62419439741531,0.5848473317658375,ok,ok,2.0,0.0,True,ok,6,5,0.75530224525198,11,10,True
chb02,chb02_16.edf,952.0,centered,42,-12.921057052250712,0.9098936057367173,ok,ok,1.3,0.0,False,insufficient_intervals,0,0,,13,10,True
chb02,chb02_16.edf,952.0,centered,43,-14.899784468301975,0.862175938895508,ok,ok,1.3,0.0,False,insufficient_intervals,0,0,,14,13,True
chb02,chb02_16.edf,952.0,centered,44,-18.2713658899444,0.5848473317658375,ok,ok,1.3,0.0,True,ok,6,5,0.7653047377900415,11,10,True
chb02,chb02_16.edf,8.0,trailing,42,-7.899968864301905,0.886269566876671,ok,ok,1.3,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_16.edf,8.0,trailing,43,-8.02320908207509,0.8516950302797208,ok,ok,1.3,0.0,False,insufficient_intervals,0,0,,15,14,True
chb02,chb02_16.edf,8.0,trailing,44,-11.76804539153671,1.0032388909667613,ok,ok,1.3,0.0,True,ok,6,5,0.7512081926506309,10,8,True
chb02,chb02_16.edf,480.0,trailing,42,-12.42040815378415,0.9455946428090657,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_16.edf,480.0,trailing,43,-5.487605578715362,0.8368511232625144,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,14,13,True
chb02,chb02_16.edf,480.0,trailing,44,-11.53424029543561,0.5817771800451791,ok,ok,1.1,0.0,True,ok,6,5,0.7531388137071303,11,10,True
chb02,chb02_16.edf,952.0,trailing,42,-9.826681877381494,1.0123722281616863,ok,ok,1.5,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_16.edf,952.0,trailing,43,-16.217505632207644,0.792341414140958,ok,ok,1.5,0.0,False,insufficient_intervals,0,0,,13,12,True
chb02,chb02_16.edf,952.0,trailing,44,-16.967911142596044,0.5875283299301702,ok,ok,1.5,0.0,True,ok,6,5,0.7566646925956515,11,10,True
chb02,chb02_19.edf,4.0,centered,42,-15.244587476519179,0.9649347908740861,ok,ok,2.7,0.0,False,insufficient_intervals,0,0,,14,11,True
chb02,chb02_19.edf,4.0,centered,43,-14.146010645156199,0.8482895051706254,ok,ok,2.7,0.0,False,insufficient_intervals,0,0,,15,13,True
chb02,chb02_19.edf,4.0,centered,44,-12.282971057987945,0.5848473317658375,ok,ok,2.7,0.0,True,ok,6,5,0.755827867973932,11,10,True
chb02,chb02_19.edf,1800.0,centered,42,-17.181994757879753,0.7779293333633208,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,11,9,True
chb02,chb02_19.edf,1800.0,centered,43,-12.726899425018232,0.711620003894941,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_19.edf,1800.0,centered,44,-21.29138018615827,0.22388657751985705,ok,ok,1.1,0.0,True,ok,6,5,0.762870378512425,10,9,True
chb02,chb02_19.edf,3592.0,centered,42,-8.101487868097387,0.9100775854725536,ok,ok,1.2000000000000002,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_19.edf,3592.0,centered,43,-8.37649124470149,0.7927189995908239,ok,ok,1.2000000000000002,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_19.edf,3592.0,centered,44,-12.959544385881962,0.27227921667611643,ok,ok,1.2000000000000002,0.0,True,ok,6,5,0.7559836106932202,9,7,True
chb02,chb02_19.edf,8.0,trailing,42,-17.364840650194232,1.007403713078456,ok,ok,2.7,0.0,False,insufficient_intervals,0,0,,14,12,True
chb02,chb02_19.edf,8.0,trailing,43,-15.048237903830211,0.8619201811912605,ok,ok,2.7,0.0,False,insufficient_intervals,0,0,,15,13,True
chb02,chb02_19.edf,8.0,trailing,44,-14.026948073991644,0.5738531861237478,ok,ok,2.7,0.0,True,ok,6,5,0.75530224525198,11,9,True
chb02,chb02_19.edf,1804.0,trailing,42,-16.389110982769203,0.9345659351916152,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_19.edf,1804.0,trailing,43,-12.694165118707351,0.8619201811912605,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,15,13,True
chb02,chb02_19.edf,1804.0,trailing,44,-20.660715208032904,0.9566068439143726,ok,ok,1.1,0.0,True,ok,6,5,0.76072477310809,11,9,True
chb02,chb02_19.edf,3596.0,trailing,42,-11.163474945285154,0.9168986518918317,ok,ok,1.5,0.0,False,insufficient_intervals,0,0,,13,11,True
chb02,chb02_19.edf,3596.0,trailing,43,-16.22141454059848,0.8210858044271492,ok,ok,1.5,0.0,False,insufficient_intervals,0,0,,15,13,True
chb02,chb02_19.edf,3596.0,trailing,44,-17.82966659989247,0.637709335508499,ok,ok,1.5,0.0,True,ok,6,5,0.7616167766724943,12,11,True
chb03,chb03_01.edf,4.0,centered,42,-10.886827156481191,0.8780276365299415,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,11,9,True
chb03,chb03_01.edf,4.0,centered,43,-5.304763530956375,0.8210858044271492,ok,ok,1.1,0.0,False,insufficient_intervals,2,1,,15,13,True
chb03,chb03_01.edf,4.0,centered,44,-12.944183481379147,0.5905685842667504,ok,ok,1.1,0.0,True,ok,6,5,0.7527470996441814,11,10,True
chb03,chb03_01.edf,1800.0,centered,42,-6.953344288347084,1.0000552006544206,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,13,10,True
chb03,chb03_01.edf,1800.0,centered,43,-7.203181045192695,0.8210858044271492,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,15,13,True
chb03,chb03_01.edf,1800.0,centered,44,-14.207548398784418,0.5848473317658375,ok,ok,1.0,0.0,True,ok,6,5,0.7601303401649327,11,10,True
chb03,chb03_01.edf,3592.0,centered,42,-11.344656882282552,1.077450577654478,ok,ok,1.2000000000000002,0.0,False,insufficient_intervals,0,0,,14,12,True
chb03,chb03_01.edf,3592.0,centered,43,-13.545065775080118,0.862175938895508,ok,ok,1.2000000000000002,0.0,False,insufficient_intervals,0,0,,14,13,True
chb03,chb03_01.edf,3592.0,centered,44,-17.359176430950875,0.2539604999786908,ok,ok,1.2000000000000002,0.0,True,ok,6,5,0.7610963220763738,10,9,True
chb03,chb03_01.edf,8.0,trailing,42,-11.537702113356826,0.8937540732103981,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,11,9,True
chb03,chb03_01.edf,8.0,trailing,43,-5.346531468045492,0.7927189995908239,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,14,12,True
chb03,chb03_01.edf,8.0,trailing,44,-13.768498021331208,0.5214525148879743,ok,ok,1.1,0.0,True,ok,6,5,0.7566052180629484,10,8,True
chb03,chb03_01.edf,1804.0,trailing,42,-7.501843599877192,0.9726350606017338,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,13,10,True
chb03,chb03_01.edf,1804.0,trailing,43,-7.428048657797108,0.8210858044271492,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,15,13,True
chb03,chb03_01.edf,1804.0,trailing,44,-15.119560218015426,0.5775528038221884,ok,ok,1.0,0.0,True,ok,6,5,0.7621399081291255,11,10,True
chb03,chb03_01.edf,3596.0,trailing,42,-15.829081813405477,0.9098936057367173,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,13,10,True
chb03,chb03_01.edf,3596.0,trailing,43,-12.325359660983949,0.7927189995908239,ok,ok,1.1,0.0,False,insufficient_intervals,0,0,,14,12,True
chb03,chb03_01.edf,3596.0,trailing,44,-19.464018531008904,1.0518996032797028,ok,ok,1.1,0.0,True,ok,6,5,0.7675956220189714,11,10,True
chb03,chb03_02.edf,4.0,centered,42,-11.838652261221357,0.9345659351916152,ok,ok,2.9000000000000004,0.0,False,insufficient_intervals,0,0,,13,11,True
chb03,chb03_02.edf,4.0,centered,43,-19.501785711089905,0.8705017205826545,ok,ok,2.9000000000000004,0.0,False,insufficient_intervals,0,0,,16,14,True
chb03,chb03_02.edf,4.0,centered,44,-17.071726825135432,0.5718760065088937,ok,ok,2.9000000000000004,0.0,True,ok,6,5,0.7566157887477064,11,9,True
chb03,chb03_02.edf,1800.0,centered,42,-13.804811358681592,0.8846135701161248,ok,ok,1.2000000000000002,0.0,False,insufficient_intervals,0,0,,12,10,True
chb03,chb03_02.edf,1800.0,centered,43,-11.601047218127007,0.8521988250646004,ok,ok,1.2000000000000002,0.0,False,insufficient_intervals,2,1,,14,12,True
chb03,chb03_02.edf,1800.0,centered,44,-14.947837023415364,1.0717766548928715,ok,ok,1.2000000000000002,0.0,True,ok,6,5,0.7519553330333518,12,11,True
chb03,chb03_02.edf,3592.0,centered,42,-5.880786992464724,0.8500734023639607,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,12,10,True
chb03,chb03_02.edf,3592.0,centered,43,-5.586170062353286,0.8619201811912605,ok,ok,1.0,0.0,False,insufficient_intervals,0,0,,15,13,True
chb03,chb03_02.edf,3592.0,centered,44,-14.712717383993505,0.22388657751985705,ok,ok,1.0,0.0,True,ok,6,5,0.7623037200493464,10,9,True
