patient,file,start_sec,end_sec,label,channel,model,drive,noise_intensity,substeps,trial,seed,detector,target_frequency,snr_db,input_snr_db,snr_interpretation,clipped_fraction,noise_convention,initial_state,clip,events,intervals,discarded_intervals,ddof,cv,coherence,valid,reason,zero_noise_snr_db,snr_change_vs_zero_noise_db,snr_change_vs_input_db,duration_sec,sr_numerically_valid
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,0.1,1,2,9368513167783884136,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,1.0260076046177642,,local target-band PSD ratio; control is noise-only,0.0,sde,,,7,6,0,0,1.3572007422006498,0.7368106787051544,True,ok,-0.5670379183563145,1.5930455229740788,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,0.5,1,0,9402003163809080458,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,-2.31128381103054,,local target-band PSD ratio; control is noise-only,0.0,sde,,,6,4,1,0,0.8015085788053077,1.2476472821919815,True,ok,-0.5670379183563145,-1.7442458926742257,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,0.5,1,1,12085535344281176406,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,-2.245575778125948,,local target-band PSD ratio; control is noise-only,0.0,sde,,,4,3,0,0,0.1388383460783989,7.202621093133176,True,ok,-0.5670379183563145,-1.6785378597696337,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,0.5,1,2,9368513167783884136,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,1.0308346699891346,,local target-band PSD ratio; control is noise-only,0.0,sde,,,6,5,0,0,1.0348960145719983,0.9662806561426072,True,ok,-0.5670379183563145,1.597872588345449,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,2.0,1,0,9402003163809080458,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,-2.3223867015707085,,local target-band PSD ratio; control is noise-only,0.0,sde,,,5,3,1,0,0.3294442228442805,3.035415195223117,True,ok,-0.5670379183563145,-1.755348783214394,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,2.0,1,1,12085535344281176406,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,-2.311080890569932,,local target-band PSD ratio; control is noise-only,0.0,sde,,,4,3,0,0,0.1388383460783989,7.202621093133176,True,ok,-0.5670379183563145,-1.7440429722136177,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,2.0,1,2,9368513167783884136,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,1.006530062777793,,local target-band PSD ratio; control is noise-only,0.0,sde,,,3,2,0,0,,,False,insufficient_intervals,-0.5670379183563145,1.5735679811341077,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,0.0,2,0,4876076672079390368,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,-0.5670378174600146,,local target-band PSD ratio; control is noise-only,0.0,sde,,,0,0,0,0,,,False,insufficient_intervals,-0.5670378174600146,0.0,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,0.0,2,1,16113020808080507752,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,-0.5670378174600146,,local target-band PSD ratio; control is noise-only,0.0,sde,,,0,0,0,0,,,False,insufficient_intervals,-0.5670378174600146,0.0,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,0.0,2,2,1278254782589616476,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,-0.5670378174600146,,local target-band PSD ratio; control is noise-only,0.0,sde,,,0,0,0,0,,,False,insufficient_intervals,-0.5670378174600146,0.0,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,0.1,2,0,4876076672079390368,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,0.0139486034708026,,local target-band PSD ratio; control is noise-only,0.0,sde,,,6,5,0,0,0.5021484844791122,1.991442831968951,True,ok,-0.5670378174600146,0.5809864209308172,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,0.1,2,1,16113020808080507752,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,-0.7456249783099271,,local target-band PSD ratio; control is noise-only,0.0,sde,,,5,4,0,0,0.1440329416416807,6.942856186939229,True,ok,-0.5670378174600146,-0.1785871608499125,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,0.1,2,2,1278254782589616476,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,-8.256576720805539,,local target-band PSD ratio; control is noise-only,0.0,sde,,,4,3,0,0,0.6145362958925995,1.6272431859334258,True,ok,-0.5670378174600146,-7.689538903345524,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,0.5,2,0,4876076672079390368,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,0.0074070018563466,,local target-band PSD ratio; control is noise-only,0.0,sde,,,5,4,0,0,0.2905691959783935,3.4415210347154592,True,ok,-0.5670378174600146,0.5744448193163613,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,0.5,2,1,16113020808080507752,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,-0.6253135986870072,,local target-band PSD ratio; control is noise-only,0.0,sde,,,5,4,0,0,0.3837280676688864,2.606012132693108,True,ok,-0.5670378174600146,-0.0582757812269926,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,0.5,2,2,1278254782589616476,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,-8.123504234084779,,local target-band PSD ratio; control is noise-only,0.0,sde,,,5,4,0,0,0.8573135331906748,1.166434403850231,True,ok,-0.5670378174600146,-7.556466416624764,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,2.0,2,0,4876076672079390368,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,-0.0628558687460534,,local target-band PSD ratio; control is noise-only,0.0,sde,,,3,2,0,0,,,False,insufficient_intervals,-0.5670378174600146,0.5041819487139612,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,2.0,2,1,16113020808080507752,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,-0.6072579494723124,,local target-band PSD ratio; control is noise-only,0.0,sde,,,4,3,0,0,0.5471045168304675,1.8278043211803208,True,ok,-0.5670378174600146,-0.0402201320122977,,4,True
chb02,chb02_16+.edf,0.0,4.0,0,FP1-F7,fhn_sde,no_external_drive,2.0,2,2,1278254782589616476,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,16.0,-7.918100901417571,,local target-band PSD ratio; control is noise-only,0.0,sde,,,5,4,0,0,0.8573135331906748,1.166434403850231,True,ok,-0.5670378174600146,-7.351063083957556,,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.0,1,0,10591235666099491839,bistable hysteresis; CV sample SD; five intervals,2.5,10.035410993206469,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.035410993206469,0.0,-0.6873166812434963,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.0,1,1,8310893708392434124,bistable hysteresis; CV sample SD; five intervals,2.5,10.035410993206469,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.035410993206469,0.0,-0.6873166812434963,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.0,1,2,8725937310398778790,bistable hysteresis; CV sample SD; five intervals,2.5,10.035410993206469,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.035410993206469,0.0,-0.6873166812434963,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.1,1,0,10591235666099491839,bistable hysteresis; CV sample SD; five intervals,2.5,-5.168917770263045,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.035410993206469,-15.204328763469514,-15.89164544471301,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.1,1,1,8310893708392434124,bistable hysteresis; CV sample SD; five intervals,2.5,0.0039633994940461,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.035410993206469,-10.031447593712423,-10.71876427495592,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.1,1,2,8725937310398778790,bistable hysteresis; CV sample SD; five intervals,2.5,-6.710682898430821,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.035410993206469,-16.74609389163729,-17.433410572880785,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.5,1,0,10591235666099491839,bistable hysteresis; CV sample SD; five intervals,2.5,-8.01006232190831,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,2,1,0,1,,,False,insufficient_intervals,10.035410993206469,-18.045473315114776,-18.732789996358274,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.5,1,1,8310893708392434124,bistable hysteresis; CV sample SD; five intervals,2.5,-4.091440824279616,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,1,0,0,1,,,False,insufficient_intervals,10.035410993206469,-14.126851817486084,-14.81416849872958,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.5,1,2,8725937310398778790,bistable hysteresis; CV sample SD; five intervals,2.5,-6.236161145459467,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.035410993206469,-16.271572138665935,-16.958888819909433,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,2.0,1,0,10591235666099491839,bistable hysteresis; CV sample SD; five intervals,2.5,-8.178401022139603,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,2,1,0,1,,,False,insufficient_intervals,10.035410993206469,-18.213812015346072,-18.901128696589566,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,2.0,1,1,8310893708392434124,bistable hysteresis; CV sample SD; five intervals,2.5,-1.9458917297800795,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,2,1,0,1,,,False,insufficient_intervals,10.035410993206469,-11.981302722986548,-12.668619404230045,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,2.0,1,2,8725937310398778790,bistable hysteresis; CV sample SD; five intervals,2.5,-6.614683229424594,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,7,6,0,1,0.6156901485400532,1.624193601881135,True,ok,10.035410993206469,-16.65009422263106,-17.33741090387456,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.0,2,0,780244885830089446,bistable hysteresis; CV sample SD; five intervals,2.5,10.03532802336873,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.03532802336873,0.0,-0.6873996510812344,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.0,2,1,16443547023225810701,bistable hysteresis; CV sample SD; five intervals,2.5,10.03532802336873,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.03532802336873,0.0,-0.6873996510812344,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.0,2,2,3713772953000144575,bistable hysteresis; CV sample SD; five intervals,2.5,10.03532802336873,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.03532802336873,0.0,-0.6873996510812344,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.1,2,0,780244885830089446,bistable hysteresis; CV sample SD; five intervals,2.5,-10.256678705601058,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.03532802336873,-20.29200672896979,-20.979406380051024,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.1,2,1,16443547023225810701,bistable hysteresis; CV sample SD; five intervals,2.5,-3.439803523456843,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.03532802336873,-13.475131546825574,-14.162531197906809,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.1,2,2,3713772953000144575,bistable hysteresis; CV sample SD; five intervals,2.5,-11.063661269650453,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.03532802336873,-21.09898929301918,-21.786388944100416,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.5,2,0,780244885830089446,bistable hysteresis; CV sample SD; five intervals,2.5,-10.101897887142442,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.03532802336873,-20.137225910511173,-20.82462556159241,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.5,2,1,16443547023225810701,bistable hysteresis; CV sample SD; five intervals,2.5,-8.807927133282721,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,1,0,0,1,,,False,insufficient_intervals,10.03532802336873,-18.84325515665145,-19.530654807732688,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,0.5,2,2,3713772953000144575,bistable hysteresis; CV sample SD; five intervals,2.5,-7.710919892087297,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.03532802336873,-17.746247915456028,-18.43364756653726,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,2.0,2,0,780244885830089446,bistable hysteresis; CV sample SD; five intervals,2.5,-8.63659189136111,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,10.03532802336873,-18.67191991472984,-19.35931956581108,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,2.0,2,1,16443547023225810701,bistable hysteresis; CV sample SD; five intervals,2.5,-8.475694386368666,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,5,4,0,1,,,False,insufficient_intervals,10.03532802336873,-18.5110224097374,-19.19842206081863,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,eeg_component,2.0,2,2,3713772953000144575,bistable hysteresis; CV sample SD; five intervals,2.5,-8.46687385632794,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,2,1,0,1,,,False,insufficient_intervals,10.03532802336873,-18.50220187969667,-19.189601530777907,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.0,1,0,10591235666099491839,bistable hysteresis; CV sample SD; five intervals,2.5,,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.0,1,1,8310893708392434124,bistable hysteresis; CV sample SD; five intervals,2.5,,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.0,1,2,8725937310398778790,bistable hysteresis; CV sample SD; five intervals,2.5,,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.1,1,0,10591235666099491839,bistable hysteresis; CV sample SD; five intervals,2.5,-11.56776559088171,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.1,1,1,8310893708392434124,bistable hysteresis; CV sample SD; five intervals,2.5,-1.9246691029987129,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.1,1,2,8725937310398778790,bistable hysteresis; CV sample SD; five intervals,2.5,-3.883312375335391,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.5,1,0,10591235666099491839,bistable hysteresis; CV sample SD; five intervals,2.5,-11.390718099431602,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,2,1,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.5,1,1,8310893708392434124,bistable hysteresis; CV sample SD; five intervals,2.5,-4.889052915424954,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,1,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.5,1,2,8725937310398778790,bistable hysteresis; CV sample SD; five intervals,2.5,-4.98199926188396,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,2.0,1,0,10591235666099491839,bistable hysteresis; CV sample SD; five intervals,2.5,-9.057728421608896,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,2,1,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,2.0,1,1,8310893708392434124,bistable hysteresis; CV sample SD; five intervals,2.5,-2.3374166531773524,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,2,1,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,2.0,1,2,8725937310398778790,bistable hysteresis; CV sample SD; five intervals,2.5,-5.973661039076696,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,7,6,0,1,0.6164151142159511,1.6222833881546683,True,ok,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.0,2,0,780244885830089446,bistable hysteresis; CV sample SD; five intervals,2.5,,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.0,2,1,16443547023225810701,bistable hysteresis; CV sample SD; five intervals,2.5,,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.0,2,2,3713772953000144575,bistable hysteresis; CV sample SD; five intervals,2.5,,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.1,2,0,780244885830089446,bistable hysteresis; CV sample SD; five intervals,2.5,-6.89262301730772,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.1,2,1,16443547023225810701,bistable hysteresis; CV sample SD; five intervals,2.5,-7.0105473911708005,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.1,2,2,3713772953000144575,bistable hysteresis; CV sample SD; five intervals,2.5,-4.481776445274591,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.5,2,0,780244885830089446,bistable hysteresis; CV sample SD; five intervals,2.5,-6.758866080483972,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.5,2,1,16443547023225810701,bistable hysteresis; CV sample SD; five intervals,2.5,-11.062215293654802,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,1,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,0.5,2,2,3713772953000144575,bistable hysteresis; CV sample SD; five intervals,2.5,-5.1383023601676925,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,2.0,2,0,780244885830089446,bistable hysteresis; CV sample SD; five intervals,2.5,-6.8257362816930645,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,0,0,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,2.0,2,1,16443547023225810701,bistable hysteresis; CV sample SD; five intervals,2.5,-9.523262280897404,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,5,4,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,bistable_driven_regularity,no_external_drive,2.0,2,2,3713772953000144575,bistable hysteresis; CV sample SD; five intervals,2.5,-7.086116739053402,,local target-band PSD ratio; control is noise-only,0.0,sqrt(2Ddt),-1.0,3.0,2,1,0,1,,,False,insufficient_intervals,,,,4,False
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,fhn_sde,eeg_component,0.0,1,0,841055959855507556,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,2.5,8.818120088256101,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sde,,,2,1,0,0,,,False,insufficient_intervals,8.818120088256101,0.0,-1.904607586193864,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,fhn_sde,eeg_component,0.0,1,1,12174236181735188869,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,2.5,8.818120088256101,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sde,,,2,1,0,0,,,False,insufficient_intervals,8.818120088256101,0.0,-1.904607586193864,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,fhn_sde,eeg_component,0.0,1,2,137198160552411983,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,2.5,8.818120088256101,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sde,,,2,1,0,0,,,False,insufficient_intervals,8.818120088256101,0.0,-1.904607586193864,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,fhn_sde,eeg_component,0.1,1,0,841055959855507556,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,2.5,0.7420003345348596,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sde,,,4,3,0,0,0.0624390541054462,16.01561737804697,True,ok,8.818120088256101,-8.076119753721242,-9.980727339915106,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,fhn_sde,eeg_component,0.1,1,1,12174236181735188869,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,2.5,-5.124481485849101,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sde,,,6,5,0,0,0.3756591866702795,2.6619873424730374,True,ok,8.818120088256101,-13.942601574105202,-15.847209160299066,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,fhn_sde,eeg_component,0.1,1,2,137198160552411983,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,2.5,-10.094175595867124,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sde,,,6,5,0,0,0.2624647697805998,3.810035155712222,True,ok,8.818120088256101,-18.912295684123222,-20.81690327031709,4,True
chb02,chb02_16+.edf,2980.0,2984.0,1,FP1-F7,fhn_sde,eeg_component,0.5,1,0,841055959855507556,FHN mean+SD peaks; >=0.2s intervals; CV population SD; three intervals,2.5,-1.704355998649281,10.722727674449963,local target-band PSD ratio; control is noise-only,0.0,sde,,,3,2,0,0,,,False,insufficient_intervals,8.818120088256101,-10.522476086905382,-12.427083673099244,4,True
