patient,file,start_sec,mode,seed,condition,sr_value,cr_value,sr_reason,cr_reason,frequency,max_clipped_fraction,bistable_valid,bistable_reason,bistable_events,bistable_intervals,bistable_cv,fhn_events,fhn_intervals,fhn_valid,sr_missing,cr_missing
chb02,chb02_02.edf,3596.0,trailing,58,no_drive,,0.44714074497492345,undefined_spectral_ratio,ok,,,,,,,,10,8,,1,0
chb02,chb02_02.edf,3596.0,trailing,59,driven,-16.418228366436885,0.9535976395037187,ok,ok,3.0,0.0,False,insufficient_intervals,0.0,0.0,,11,8,True,0,0
chb02,chb02_02.edf,3596.0,trailing,59,no_drive,,0.9535976395037187,undefined_spectral_ratio,ok,,,,,,,,11,8,,1,0
chb02,chb02_02.edf,3596.0,trailing,60,driven,-14.791389557820851,0.2635963268213933,ok,ok,3.0,0.0,False,insufficient_intervals,4.0,3.0,,10,8,True,0,0
chb02,chb02_02.edf,3596.0,trailing,60,no_drive,,0.2635963268213933,undefined_spectral_ratio,ok,,,,,,,,10,8,,1,0
chb02,chb02_02.edf,3596.0,trailing,61,driven,-16.39394649164514,0.226150010141014,ok,ok,3.0,0.0,False,insufficient_intervals,2.0,1.0,,12,11,True,0,0
chb02,chb02_02.edf,3596.0,trailing,61,no_drive,,0.2460573561161468,undefined_spectral_ratio,ok,,,,,,,,13,11,,1,0
chb02,chb02_05.edf,4.0,centered,42,driven,-7.32925979244094,0.9558848212102327,ok,ok,1.0,0.0,False,insufficient_intervals,0.0,0.0,,14,12,True,0,0
chb02,chb02_05.edf,4.0,centered,42,no_drive,,0.9605984988978551,undefined_spectral_ratio,ok,,,,,,,,14,12,,1,0
chb02,chb02_05.edf,4.0,centered,43,driven,-5.305876666671717,0.8619201811912605,ok,ok,1.0,0.0,False,insufficient_intervals,0.0,0.0,,15,13,True,0,0
chb02,chb02_05.edf,4.0,centered,43,no_drive,,0.7927189995908239,undefined_spectral_ratio,ok,,,,,,,,14,12,,1,0
chb02,chb02_05.edf,4.0,centered,44,driven,-14.552665310578599,0.9582545980435712,ok,ok,1.0,0.0,True,ok,6.0,5.0,0.750639443538928,11,9,True,0,0
chb02,chb02_05.edf,4.0,centered,44,no_drive,,0.5848473317658375,undefined_spectral_ratio,ok,,,,,,,,11,10,,1,0
chb02,chb02_05.edf,4.0,centered,45,driven,-9.896417571985118,0.26769318484348065,ok,ok,1.0,0.0,False,insufficient_intervals,1.0,0.0,,5,4,True,0,0
chb02,chb02_05.edf,4.0,centered,45,no_drive,,0.26769318484348065,undefined_spectral_ratio,ok,,,,,,,,5,4,,1,0
chb02,chb02_05.edf,4.0,centered,46,driven,-17.46513599227991,0.5357871908502182,ok,ok,1.0,0.0,False,insufficient_intervals,2.0,1.0,,12,9,True,0,0
chb02,chb02_05.edf,4.0,centered,46,no_drive,,0.3987812184155495,undefined_spectral_ratio,ok,,,,,,,,12,9,,1,0
chb02,chb02_05.edf,4.0,centered,47,driven,-19.796771624378387,0.20210995870036225,ok,ok,1.0,0.0,False,insufficient_intervals,1.0,0.0,,15,12,True,0,0
chb02,chb02_05.edf,4.0,centered,47,no_drive,,0.20210995870036225,undefined_spectral_ratio,ok,,,,,,,,15,12,,1,0
chb02,chb02_05.edf,4.0,centered,48,driven,-19.040961501651342,0.2595955991194434,ok,ok,1.0,0.0,False,insufficient_intervals,2.0,1.0,,11,9,True,0,0
chb02,chb02_05.edf,4.0,centered,48,no_drive,,0.24627400913203262,undefined_spectral_ratio,ok,,,,,,,,12,10,,1,0
chb02,chb02_05.edf,4.0,centered,49,driven,-15.217926714705634,0.6763187936491721,ok,ok,1.0,0.0,False,insufficient_intervals,1.0,0.0,,9,8,True,0,0
chb02,chb02_05.edf,4.0,centered,49,no_drive,,0.627323804944464,undefined_spectral_ratio,ok,,,,,,,,10,9,,1,0
chb02,chb02_05.edf,4.0,centered,50,driven,-12.986758941693841,0.8411447393891281,ok,ok,1.0,0.0,False,insufficient_intervals,4.0,3.0,,9,8,True,0,0
chb02,chb02_05.edf,4.0,centered,50,no_drive,,0.8074795676900143,undefined_spectral_ratio,ok,,,,,,,,9,8,,1,0
chb02,chb02_05.edf,4.0,centered,51,driven,-17.447806357455057,0.6728531987431972,ok,ok,1.0,0.0,False,insufficient_intervals,2.0,1.0,,8,7,True,0,0
chb02,chb02_05.edf,4.0,centered,51,no_drive,,0.512142518543701,undefined_spectral_ratio,ok,,,,,,,,9,7,,1,0
chb02,chb02_05.edf,4.0,centered,52,driven,-12.443831012828962,0.7257405127085063,ok,ok,1.0,0.0,False,insufficient_intervals,5.0,4.0,,8,7,True,0,0
chb02,chb02_05.edf,4.0,centered,52,no_drive,,0.8999007741789422,undefined_spectral_ratio,ok,,,,,,,,12,11,,1,0
chb02,chb02_05.edf,4.0,centered,53,driven,-22.59643380583566,0.22799050992139272,ok,ok,1.0,0.0,False,insufficient_intervals,4.0,3.0,,9,7,True,0,0
chb02,chb02_05.edf,4.0,centered,53,no_drive,,0.24511124281430097,undefined_spectral_ratio,ok,,,,,,,,8,6,,1,0
chb02,chb02_05.edf,4.0,centered,54,driven,-11.840092244786884,0.7856228816104887,ok,ok,1.0,0.0,False,insufficient_intervals,0.0,0.0,,14,12,True,0,0
chb02,chb02_05.edf,4.0,centered,54,no_drive,,0.7591525122759742,undefined_spectral_ratio,ok,,,,,,,,12,10,,1,0
chb02,chb02_05.edf,4.0,centered,55,driven,-6.390732713951552,1.0839522369336927,ok,ok,1.0,0.0,False,insufficient_intervals,0.0,0.0,,10,9,True,0,0
chb02,chb02_05.edf,4.0,centered,55,no_drive,,1.0478979712046146,undefined_spectral_ratio,ok,,,,,,,,9,8,,1,0
chb02,chb02_05.edf,4.0,centered,56,driven,-17.137538970784256,0.9616932875084209,ok,ok,1.0,0.0,False,insufficient_intervals,1.0,0.0,,11,9,True,0,0
chb02,chb02_05.edf,4.0,centered,56,no_drive,,0.6932165650682691,undefined_spectral_ratio,ok,,,,,,,,12,11,,1,0
chb02,chb02_05.edf,4.0,centered,57,driven,-21.787333763679477,0.725984212274472,ok,ok,1.0,0.0,False,insufficient_intervals,4.0,3.0,,10,9,True,0,0
chb02,chb02_05.edf,4.0,centered,57,no_drive,,0.6559552833513658,undefined_spectral_ratio,ok,,,,,,,,11,10,,1,0
chb02,chb02_05.edf,4.0,centered,58,driven,-11.02788392726494,0.5142995131707003,ok,ok,1.0,0.0,False,insufficient_intervals,5.0,4.0,,11,9,True,0,0
chb02,chb02_05.edf,4.0,centered,58,no_drive,,0.44714074497492345,undefined_spectral_ratio,ok,,,,,,,,10,8,,1,0
chb02,chb02_05.edf,4.0,centered,59,driven,-11.888550338441494,1.0764566879002142,ok,ok,1.0,0.0,False,insufficient_intervals,0.0,0.0,,11,8,True,0,0
chb02,chb02_05.edf,4.0,centered,59,no_drive,,0.9535976395037187,undefined_spectral_ratio,ok,,,,,,,,11,8,,1,0
chb02,chb02_05.edf,4.0,centered,60,driven,-15.533792945577163,0.2635963268213933,ok,ok,1.0,0.0,False,insufficient_intervals,4.0,3.0,,10,8,True,0,0
chb02,chb02_05.edf,4.0,centered,60,no_drive,,0.2635963268213933,undefined_spectral_ratio,ok,,,,,,,,10,8,,1,0
chb02,chb02_05.edf,4.0,centered,61,driven,-11.035216647391463,0.21921098669737435,ok,ok,1.0,0.0,False,insufficient_intervals,2.0,1.0,,12,11,True,0,0
chb02,chb02_05.edf,4.0,centered,61,no_drive,,0.2460573561161468,undefined_spectral_ratio,ok,,,,,,,,13,11,,1,0
chb02,chb02_05.edf,1800.0,centered,42,driven,-10.293710513591174,0.8867435039767271,ok,ok,1.0,0.0,False,insufficient_intervals,0.0,0.0,,13,10,True,0,0
chb02,chb02_05.edf,1800.0,centered,42,no_drive,,0.9605984988978551,undefined_spectral_ratio,ok,,,,,,,,14,12,,1,0
chb02,chb02_05.edf,1800.0,centered,43,driven,-6.99246998997141,0.8955824739288749,ok,ok,1.0,0.0,False,insufficient_intervals,0.0,0.0,,15,14,True,0,0
chb02,chb02_05.edf,1800.0,centered,43,no_drive,,0.7927189995908239,undefined_spectral_ratio,ok,,,,,,,,14,12,,1,0
chb02,chb02_05.edf,1800.0,centered,44,driven,-13.448580763798685,0.5848473317658375,ok,ok,1.0,0.0,True,ok,6.0,5.0,0.7530769286844332,11,10,True,0,0
chb02,chb02_05.edf,1800.0,centered,44,no_drive,,0.5848473317658375,undefined_spectral_ratio,ok,,,,,,,,11,10,,1,0
chb02,chb02_05.edf,1800.0,centered,45,driven,-9.895623714537983,0.26769318484348065,ok,ok,1.0,0.0,False,insufficient_intervals,1.0,0.0,,5,4,True,0,0
chb02,chb02_05.edf,1800.0,centered,45,no_drive,,0.26769318484348065,undefined_spectral_ratio,ok,,,,,,,,5,4,,1,0
chb02,chb02_05.edf,1800.0,centered,46,driven,-17.612853387452127,0.4272385670908896,ok,ok,1.0,0.0,False,insufficient_intervals,2.0,1.0,,11,8,True,0,0
chb02,chb02_05.edf,1800.0,centered,46,no_drive,,0.3987812184155495,undefined_spectral_ratio,ok,,,,,,,,12,9,,1,0
chb02,chb02_05.edf,1800.0,centered,47,driven,-20.456243995878495,0.20371994564830678,ok,ok,1.0,0.0,False,insufficient_intervals,1.0,0.0,,16,13,True,0,0
chb02,chb02_05.edf,1800.0,centered,47,no_drive,,0.20210995870036225,undefined_spectral_ratio,ok,,,,,,,,15,12,,1,0
chb02,chb02_05.edf,1800.0,centered,48,driven,-21.851762773335686,0.3087055964817374,ok,ok,1.0,0.0,False,insufficient_intervals,2.0,1.0,,12,10,True,0,0
chb02,chb02_05.edf,1800.0,centered,48,no_drive,,0.24627400913203262,undefined_spectral_ratio,ok,,,,,,,,12,10,,1,0
chb02,chb02_05.edf,1800.0,centered,49,driven,-16.204823060921402,0.6570431714633876,ok,ok,1.0,0.0,False,insufficient_intervals,3.0,2.0,,11,10,True,0,0
chb02,chb02_05.edf,1800.0,centered,49,no_drive,,0.627323804944464,undefined_spectral_ratio,ok,,,,,,,,10,9,,1,0
chb02,chb02_05.edf,1800.0,centered,50,driven,-14.158717789454634,0.8076520668986666,ok,ok,1.0,0.0,False,insufficient_intervals,4.0,3.0,,9,8,True,0,0
chb02,chb02_05.edf,1800.0,centered,50,no_drive,,0.8074795676900143,undefined_spectral_ratio,ok,,,,,,,,9,8,,1,0
chb02,chb02_05.edf,1800.0,centered,51,driven,-19.200329843060942,0.5750571437855935,ok,ok,1.0,0.0,False,insufficient_intervals,2.0,1.0,,8,7,True,0,0
chb02,chb02_05.edf,1800.0,centered,51,no_drive,,0.512142518543701,undefined_spectral_ratio,ok,,,,,,,,9,7,,1,0
chb02,chb02_05.edf,1800.0,centered,52,driven,-11.660352400657473,1.1395293651107679,ok,ok,1.0,0.0,False,insufficient_intervals,5.0,4.0,,13,12,True,0,0
chb02,chb02_05.edf,1800.0,centered,52,no_drive,,0.8999007741789422,undefined_spectral_ratio,ok,,,,,,,,12,11,,1,0
chb02,chb02_05.edf,1800.0,centered,53,driven,-23.38131039682765,0.29204347757800453,ok,ok,1.0,0.0,False,insufficient_intervals,4.0,3.0,,9,7,True,0,0
chb02,chb02_05.edf,1800.0,centered,53,no_drive,,0.24511124281430097,undefined_spectral_ratio,ok,,,,,,,,8,6,,1,0
chb02,chb02_05.edf,1800.0,centered,54,driven,-11.999223691459333,0.7591525122759742,ok,ok,1.0,0.0,False,insufficient_intervals,0.0,0.0,,12,10,True,0,0
chb02,chb02_05.edf,1800.0,centered,54,no_drive,,0.7591525122759742,undefined_spectral_ratio,ok,,,,,,,,12,10,,1,0
chb02,chb02_05.edf,1800.0,centered,55,driven,-6.652237334156943,0.9474208394163047,ok,ok,1.0,0.0,False,insufficient_intervals,0.0,0.0,,10,9,True,0,0
chb02,chb02_05.edf,1800.0,centered,55,no_drive,,1.0478979712046146,undefined_spectral_ratio,ok,,,,,,,,9,8,,1,0
chb02,chb02_05.edf,1800.0,centered,56,driven,-14.53933183253444,0.7045079469069677,ok,ok,1.0,0.0,False,insufficient_intervals,1.0,0.0,,12,11,True,0,0
chb02,chb02_05.edf,1800.0,centered,56,no_drive,,0.6932165650682691,undefined_spectral_ratio,ok,,,,,,,,12,11,,1,0
chb02,chb02_05.edf,1800.0,centered,57,driven,-21.47752139013125,0.6559552833513658,ok,ok,1.0,0.0,False,insufficient_intervals,4.0,3.0,,11,10,True,0,0
chb02,chb02_05.edf,1800.0,centered,57,no_drive,,0.6559552833513658,undefined_spectral_ratio,ok,,,,,,,,11,10,,1,0
chb02,chb02_05.edf,1800.0,centered,58,driven,-13.65993706577948,0.447003042272757,ok,ok,1.0,0.0,False,insufficient_intervals,5.0,4.0,,10,8,True,0,0
chb02,chb02_05.edf,1800.0,centered,58,no_drive,,0.44714074497492345,undefined_spectral_ratio,ok,,,,,,,,10,8,,1,0
chb02,chb02_05.edf,1800.0,centered,59,driven,-12.019908273187795,0.9535976395037187,ok,ok,1.0,0.0,False,insufficient_intervals,0.0,0.0,,11,8,True,0,0
chb02,chb02_05.edf,1800.0,centered,59,no_drive,,0.9535976395037187,undefined_spectral_ratio,ok,,,,,,,,11,8,,1,0
chb02,chb02_05.edf,1800.0,centered,60,driven,-17.77706474436095,0.2635963268213933,ok,ok,1.0,0.0,False,insufficient_intervals,4.0,3.0,,10,8,True,0,0
chb02,chb02_05.edf,1800.0,centered,60,no_drive,,0.2635963268213933,undefined_spectral_ratio,ok,,,,,,,,10,8,,1,0
chb02,chb02_05.edf,1800.0,centered,61,driven,-11.297179918539985,0.21732651452359736,ok,ok,1.0,0.0,False,insufficient_intervals,1.0,0.0,,13,12,True,0,0
chb02,chb02_05.edf,1800.0,centered,61,no_drive,,0.2460573561161468,undefined_spectral_ratio,ok,,,,,,,,13,11,,1,0
chb02,chb02_05.edf,3592.0,centered,42,driven,-12.895292808436498,0.9688460960588401,ok,ok,1.1,0.0,False,insufficient_intervals,0.0,0.0,,12,10,True,0,0
chb02,chb02_05.edf,3592.0,centered,42,no_drive,,0.9605984988978551,undefined_spectral_ratio,ok,,,,,,,,14,12,,1,0
chb02,chb02_05.edf,3592.0,centered,43,driven,-6.0094359386044625,0.8615274151332328,ok,ok,1.1,0.0,False,insufficient_intervals,0.0,0.0,,14,13,True,0,0
chb02,chb02_05.edf,3592.0,centered,43,no_drive,,0.7927189995908239,undefined_spectral_ratio,ok,,,,,,,,14,12,,1,0
chb02,chb02_05.edf,3592.0,centered,44,driven,-13.250499276869082,0.5905685842667504,ok,ok,1.1,0.0,True,ok,6.0,5.0,0.7566157887477064,11,10,True,0,0
chb02,chb02_05.edf,3592.0,centered,44,no_drive,,0.5848473317658375,undefined_spectral_ratio,ok,,,,,,,,11,10,,1,0
chb02,chb02_05.edf,3592.0,centered,45,driven,-12.574573176944668,1.6429092927344808,ok,ok,1.1,0.0,False,insufficient_intervals,1.0,0.0,,6,5,True,0,0
chb02,chb02_05.edf,3592.0,centered,45,no_drive,,0.26769318484348065,undefined_spectral_ratio,ok,,,,,,,,5,4,,1,0
chb02,chb02_05.edf,3592.0,centered,46,driven,-21.36687578200292,0.3987812184155495,ok,ok,1.1,0.0,False,insufficient_intervals,2.0,1.0,,12,9,True,0,0
chb02,chb02_05.edf,3592.0,centered,46,no_drive,,0.3987812184155495,undefined_spectral_ratio,ok,,,,,,,,12,9,,1,0
chb02,chb02_05.edf,3592.0,centered,47,driven,-17.575366678176977,0.20210995870036225,ok,ok,1.1,0.0,False,insufficient_intervals,1.0,0.0,,15,12,True,0,0
chb02,chb02_05.edf,3592.0,centered,47,no_drive,,0.20210995870036225,undefined_spectral_ratio,ok,,,,,,,,15,12,,1,0
chb02,chb02_05.edf,3592.0,centered,48,driven,-20.99384353118726,0.24627400913203262,ok,ok,1.1,0.0,False,insufficient_intervals,2.0,1.0,,12,10,True,0,0
chb02,chb02_05.edf,3592.0,centered,48,no_drive,,0.24627400913203262,undefined_spectral_ratio,ok,,,,,,,,12,10,,1,0
chb02,chb02_05.edf,3592.0,centered,49,driven,-13.15843121893925,0.696779234825015,ok,ok,1.1,0.0,False,insufficient_intervals,1.0,0.0,,12,11,True,0,0
chb02,chb02_05.edf,3592.0,centered,49,no_drive,,0.627323804944464,undefined_spectral_ratio,ok,,,,,,,,10,9,,1,0
chb02,chb02_05.edf,3592.0,centered,50,driven,-15.254328335183072,0.8074795676900143,ok,ok,1.1,0.0,False,insufficient_intervals,4.0,3.0,,9,8,True,0,0
chb02,chb02_05.edf,3592.0,centered,50,no_drive,,0.8074795676900143,undefined_spectral_ratio,ok,,,,,,,,9,8,,1,0
chb02,chb02_05.edf,3592.0,centered,51,driven,-16.826017667320514,0.6362284813972909,ok,ok,1.1,0.0,False,insufficient_intervals,2.0,1.0,,10,8,True,0,0
chb02,chb02_05.edf,3592.0,centered,51,no_drive,,0.512142518543701,undefined_spectral_ratio,ok,,,,,,,,9,7,,1,0
chb02,chb02_05.edf,3592.0,centered,52,driven,-13.05708788413458,0.9694261625849866,ok,ok,1.1,0.0,False,insufficient_intervals,3.0,2.0,,13,12,True,0,0
chb02,chb02_05.edf,3592.0,centered,52,no_drive,,0.8999007741789422,undefined_spectral_ratio,ok,,,,,,,,12,11,,1,0
chb02,chb02_05.edf,3592.0,centered,53,driven,-21.21267753400503,0.24511124281430097,ok,ok,1.1,0.0,False,insufficient_intervals,4.0,3.0,,8,6,True,0,0
chb02,chb02_05.edf,3592.0,centered,53,no_drive,,0.24511124281430097,undefined_spectral_ratio,ok,,,,,,,,8,6,,1,0
chb02,chb02_05.edf,3592.0,centered,54,driven,-5.559047879171828,0.7936686900489445,ok,ok,1.1,0.0,False,insufficient_intervals,0.0,0.0,,13,11,True,0,0
chb02,chb02_05.edf,3592.0,centered,54,no_drive,,0.7591525122759742,undefined_spectral_ratio,ok,,,,,,,,12,10,,1,0
chb02,chb02_05.edf,3592.0,centered,55,driven,-3.8990341831177684,1.1071407888439386,ok,ok,1.1,0.0,False,insufficient_intervals,0.0,0.0,,10,9,True,0,0
chb02,chb02_05.edf,3592.0,centered,55,no_drive,,1.0478979712046146,undefined_spectral_ratio,ok,,,,,,,,9,8,,1,0
chb02,chb02_05.edf,3592.0,centered,56,driven,-19.983874889195256,0.9712767344027523,ok,ok,1.1,0.0,False,insufficient_intervals,1.0,0.0,,11,10,True,0,0
chb02,chb02_05.edf,3592.0,centered,56,no_drive,,0.6932165650682691,undefined_spectral_ratio,ok,,,,,,,,12,11,,1,0
chb02,chb02_05.edf,3592.0,centered,57,driven,-20.669110051849305,0.6559552833513658,ok,ok,1.1,0.0,False,insufficient_intervals,4.0,3.0,,11,10,True,0,0
chb02,chb02_05.edf,3592.0,centered,57,no_drive,,0.6559552833513658,undefined_spectral_ratio,ok,,,,,,,,11,10,,1,0
chb02,chb02_05.edf,3592.0,centered,58,driven,-8.909278396316095,0.44714074497492345,ok,ok,1.1,0.0,False,insufficient_intervals,5.0,4.0,,10,8,True,0,0
chb02,chb02_05.edf,3592.0,centered,58,no_drive,,0.44714074497492345,undefined_spectral_ratio,ok,,,,,,,,10,8,,1,0
chb02,chb02_05.edf,3592.0,centered,59,driven,-14.03480930777999,1.0201032727243358,ok,ok,1.1,0.0,False,insufficient_intervals,0.0,0.0,,12,9,True,0,0
chb02,chb02_05.edf,3592.0,centered,59,no_drive,,0.9535976395037187,undefined_spectral_ratio,ok,,,,,,,,11,8,,1,0
chb02,chb02_05.edf,3592.0,centered,60,driven,-16.240396995500934,0.2635963268213933,ok,ok,1.1,0.0,False,insufficient_intervals,4.0,3.0,,10,8,True,0,0
chb02,chb02_05.edf,3592.0,centered,60,no_drive,,0.2635963268213933,undefined_spectral_ratio,ok,,,,,,,,10,8,,1,0
chb02,chb02_05.edf,3592.0,centered,61,driven,-13.217819610972356,0.226150010141014,ok,ok,1.1,0.0,False,insufficient_intervals,2.0,1.0,,12,11,True,0,0
chb02,chb02_05.edf,3592.0,centered,61,no_drive,,0.2460573561161468,undefined_spectral_ratio,ok,,,,,,,,13,11,,1,0
chb02,chb02_05.edf,8.0,trailing,42,driven,-7.941774245523996,0.9345659351916152,ok,ok,1.0,0.0,False,insufficient_intervals,0.0,0.0,,13,11,True,0,0
chb02,chb02_05.edf,8.0,trailing,42,no_drive,,0.9605984988978551,undefined_spectral_ratio,ok,,,,,,,,14,12,,1,0
chb02,chb02_05.edf,8.0,trailing,43,driven,-5.527820445601443,0.7229099305097563,ok,ok,1.0,0.0,False,insufficient_intervals,2.0,1.0,,13,11,True,0,0
chb02,chb02_05.edf,8.0,trailing,43,no_drive,,0.7927189995908239,undefined_spectral_ratio,ok,,,,,,,,14,12,,1,0
chb02,chb02_05.edf,8.0,trailing,44,driven,-14.334099844107005,0.5214525148879743,ok,ok,1.0,0.0,True,ok,6.0,5.0,0.7641203776124884,10,8,True,0,0
chb02,chb02_05.edf,8.0,trailing,44,no_drive,,0.5848473317658375,undefined_spectral_ratio,ok,,,,,,,,11,10,,1,0
chb02,chb02_05.edf,8.0,trailing,45,driven,-9.769905591070469,0.26769318484348065,ok,ok,1.0,0.0,False,insufficient_intervals,1.0,0.0,,5,4,True,0,0
chb02,chb02_05.edf,8.0,trailing,45,no_drive,,0.26769318484348065,undefined_spectral_ratio,ok,,,,,,,,5,4,,1,0
chb02,chb02_05.edf,8.0,trailing,46,driven,-15.803411855320983,0.3987812184155495,ok,ok,1.0,0.0,False,insufficient_intervals,2.0,1.0,,12,9,True,0,0
chb02,chb02_05.edf,8.0,trailing,46,no_drive,,0.3987812184155495,undefined_spectral_ratio,ok,,,,,,,,12,9,,1,0
chb02,chb02_05.edf,8.0,trailing,47,driven,-18.91898417069894,0.2551263353750901,ok,ok,1.0,0.0,False,insufficient_intervals,1.0,0.0,,15,12,True,0,0
chb02,chb02_05.edf,8.0,trailing,47,no_drive,,0.20210995870036225,undefined_spectral_ratio,ok,,,,,,,,15,12,,1,0
chb02,chb02_05.edf,8.0,trailing,48,driven,-19.062165918397795,0.5340683626636638,ok,ok,1.0,0.0,False,insufficient_intervals,2.0,1.0,,11,9,True,0,0
chb02,chb02_05.edf,8.0,trailing,48,no_drive,,0.24627400913203262,undefined_spectral_ratio,ok,,,,,,,,12,10,,1,0
chb02,chb02_05.edf,8.0,trailing,49,driven,-14.720647904618687,0.627323804944464,ok,ok,1.0,0.0,False,insufficient_intervals,3.0,2.0,,10,9,True,0,0
chb02,chb02_05.edf,8.0,trailing,49,no_drive,,0.627323804944464,undefined_spectral_ratio,ok,,,,,,,,10,9,,1,0
chb02,chb02_05.edf,8.0,trailing,50,driven,-11.790542748898263,0.8284479167907174,ok,ok,1.0,0.0,False,insufficient_intervals,4.0,3.0,,10,9,True,0,0
chb02,chb02_05.edf,8.0,trailing,50,no_drive,,0.8074795676900143,undefined_spectral_ratio,ok,,,,,,,,9,8,,1,0
chb02,chb02_05.edf,8.0,trailing,51,driven,-17.654743246321264,0.6442107920235008,ok,ok,1.0,0.0,False,insufficient_intervals,2.0,1.0,,8,7,True,0,0
chb02,chb02_05.edf,8.0,trailing,51,no_drive,,0.512142518543701,undefined_spectral_ratio,ok,,,,,,,,9,7,,1,0
chb02,chb02_05.edf,8.0,trailing,52,driven,-11.841370728975424,0.9775837560025228,ok,ok,1.0,0.0,False,insufficient_intervals,2.0,1.0,,13,10,True,0,0
chb02,chb02_05.edf,8.0,trailing,52,no_drive,,0.8999007741789422,undefined_spectral_ratio,ok,,,,,,,,12,11,,1,0
chb02,chb02_05.edf,8.0,trailing,53,driven,-21.04268807008554,1.2884295371191528,ok,ok,1.0,0.0,False,insufficient_intervals,4.0,3.0,,9,7,True,0,0
chb02,chb02_05.edf,8.0,trailing,53,no_drive,,0.24511124281430097,undefined_spectral_ratio,ok,,,,,,,,8,6,,1,0
chb02,chb02_05.edf,8.0,trailing,54,driven,-11.962822351672461,1.1333701259993851,ok,ok,1.0,0.0,False,insufficient_intervals,0.0,0.0,,10,8,True,0,0
chb02,chb02_05.edf,8.0,trailing,54,no_drive,,0.7591525122759742,undefined_spectral_ratio,ok,,,,,,,,12,10,,1,0
chb02,chb02_05.edf,8.0,trailing,55,driven,-5.912749524062617,1.4797194599301684,ok,ok,1.0,0.0,False,insufficient_intervals,0.0,0.0,,8,7,True,0,0
chb02,chb02_05.edf,8.0,trailing,55,no_drive,,1.0478979712046146,undefined_spectral_ratio,ok,,,,,,,,9,8,,1,0
chb02,chb02_05.edf,8.0,trailing,56,driven,-15.245564389056309,1.0063471030130515,ok,ok,1.0,0.0,False,insufficient_intervals,1.0,0.0,,12,10,True,0,0
chb02,chb02_05.edf,8.0,trailing,56,no_drive,,0.6932165650682691,undefined_spectral_ratio,ok,,,,,,,,12,11,,1,0
chb02,chb02_05.edf,8.0,trailing,57,driven,-21.343444145148332,0.6559552833513658,ok,ok,1.0,0.0,False,insufficient_intervals,4.0,3.0,,11,10,True,0,0
chb02,chb02_05.edf,8.0,trailing,57,no_drive,,0.6559552833513658,undefined_spectral_ratio,ok,,,,,,,,11,10,,1,0
chb02,chb02_05.edf,8.0,trailing,58,driven,-10.394001843763956,0.5293018259347531,ok,ok,1.0,0.0,False,insufficient_intervals,5.0,4.0,,11,9,True,0,0
chb02,chb02_05.edf,8.0,trailing,58,no_drive,,0.44714074497492345,undefined_spectral_ratio,ok,,,,,,,,10,8,,1,0
chb02,chb02_05.edf,8.0,trailing,59,driven,-13.784413367336468,0.9628884703032005,ok,ok,1.0,0.0,False,insufficient_intervals,0.0,0.0,,11,8,True,0,0
chb02,chb02_05.edf,8.0,trailing,59,no_drive,,0.9535976395037187,undefined_spectral_ratio,ok,,,,,,,,11,8,,1,0
chb02,chb02_05.edf,8.0,trailing,60,driven,-16.309783384343955,0.26421319781697994,ok,ok,1.0,0.0,False,insufficient_intervals,4.0,3.0,,10,8,True,0,0
chb02,chb02_05.edf,8.0,trailing,60,no_drive,,0.2635963268213933,undefined_spectral_ratio,ok,,,,,,,,10,8,,1,0
chb02,chb02_05.edf,8.0,trailing,61,driven,-11.162631719416595,0.226150010141014,ok,ok,1.0,0.0,False,insufficient_intervals,2.0,1.0,,12,11,True,0,0
chb02,chb02_05.edf,8.0,trailing,61,no_drive,,0.2460573561161468,undefined_spectral_ratio,ok,,,,,,,,13,11,,1,0
chb02,chb02_05.edf,1804.0,trailing,42,driven,-10.662213223050554,0.9701760823717316,ok,ok,1.1,0.0,False,insufficient_intervals,0.0,0.0,,14,11,True,0,0
chb02,chb02_05.edf,1804.0,trailing,42,no_drive,,0.9605984988978551,undefined_spectral_ratio,ok,,,,,,,,14,12,,1,0
chb02,chb02_05.edf,1804.0,trailing,43,driven,-2.89767800276202,0.848507729518189,ok,ok,1.1,0.0,False,insufficient_intervals,0.0,0.0,,16,14,True,0,0
chb02,chb02_05.edf,1804.0,trailing,43,no_drive,,0.7927189995908239,undefined_spectral_ratio,ok,,,,,,,,14,12,,1,0
chb02,chb02_05.edf,1804.0,trailing,44,driven,-10.283155288853596,0.5817771800451791,ok,ok,1.1,0.0,True,ok,6.0,5.0,0.7527470996441814,11,10,True,0,0
chb02,chb02_05.edf,1804.0,trailing,44,no_drive,,0.5848473317658375,undefined_spectral_ratio,ok,,,,,,,,11,10,,1,0
chb02,chb02_05.edf,1804.0,trailing,45,driven,-10.586156147150092,0.26769318484348065,ok,ok,1.1,0.0,False,insufficient_intervals,1.0,0.0,,5,4,True,0,0
chb02,chb02_05.edf,1804.0,trailing,45,no_drive,,0.26769318484348065,undefined_spectral_ratio,ok,,,,,,,,5,4,,1,0
chb02,chb02_05.edf,1804.0,trailing,46,driven,-18.278399165947405,0.30040449155896365,ok,ok,1.1,0.0,False,insufficient_intervals,2.0,1.0,,13,10,True,0,0
chb02,chb02_05.edf,1804.0,trailing,46,no_drive,,0.3987812184155495,undefined_spectral_ratio,ok,,,,,,,,12,9,,1,0
